O,S,N,P,R,RP,V,NV,BP,SP,RR,ER,A,PE,I,H,L,O,LC,VIX,VR,OR,OD,AvgP,IV,OV,IOVR,B1V,S1V,PB,TS,TSC,MS,MSC,R3,R6,ER3,ER6
O(rdinal),S(ymbol),N(ame),P(rice),R(aise),R(aise)P(rice),V(olumn),N(ew)V,B(uy)P(rice),S(ell)P(rice),R(ise)R(ate),E(xchange)R(ate),A(mount),PE(Price-to-earnings Ratio),I(ndustry),H(igh),L(ow),O(pen),L(ast day)C(lose),VIX(Volatility Index),V(olumn)R(atio),O(rder)R(atio),O(rder)D(ifference),AvgP,I(n)V(olumn),O(ut)V(olumn),I(n)O(ut)R(ate),B1V,S1V,PB,T(otal)S(hare),T(otal)S(hare)C(apital),M(arketable)S(hare),M(arketable)S(hare)C(apital),R3,R6,E(xchange)R(ate)3,E(xchange)R(ate)6
序,代码,名称,最新,涨幅%,涨跌,总手,现手,买入价,卖出价,涨速%,换手%,金额,市盈率,所属行业,最高,最低,开盘,昨收,振幅%,量比,委比%,委差,均价,内盘,外盘,内外比,买一量,卖一量,市净率,总股本,总市值,流通股本,流通市值,3日涨幅%,6日涨幅%,3日换手%,6日换手%
416,002641,永高股份,9.74,1.67,0.16,6.06万,585,9.73,9.74,0.00,0.00,5858万,----, 塑胶制品,9.80,9.55,9.61,9.58,2.61,0.81,-51.90,-1923,9.67,2.89万,3.17万,0.91,223,709,----,0,0,0,0,0.00,-1.62,17.35,40.16
417,002616,长青集团,18.82,1.67,0.31,2.31万,259,18.81,18.82,0.05,0.00,4322万,----, 家电行业,18.88,18.45,18.53,18.51,2.32,1.88,-55.30,-949,18.75,1.10万,1.21万,0.91,56,203,----,0,0,0,0,2.84,5.26,15.16,22.12
418,002324,普利特,17.70,1.67,0.29,3.45万,1034,17.60,17.70,0.57,0.00,6046万,----, 塑胶制品,17.75,17.21,17.41,17.41,3.10,0.75,-70.14,-1640,17.54,1.48万,1.97万,0.75,89,396,----,0,0,0,0,4.42,6.95,7.89,17.03
419,600683,京投银泰,5.52,1.66,0.09,21.3万,0,5.52,5.53,0.18,0.00,1.16亿,----, 房地产,5.57,5.34,5.44,5.43,4.24,2.31,-41.47,-7778,5.47,10.4万,10.9万,0.95,147,310,----,0,0,0,0,3.18,5.95,6.01,9.10
420,002188,新 嘉 联,12.26,1.66,0.20,5.12万,451,12.26,12.29,-0.33,0.00,6285万,----, 电子元件,12.49,12.01,12.05,12.06,3.98,1.26,34.45,315,12.28,2.36万,2.76万,0.85,65,8,----,0,0,0,0,1.32,3.55,9.13,17.78
421,000612,焦作万方,9.21,1.66,0.15,37.6万,3337,9.21,9.22,0.00,0.00,3.46亿,----, 有色金属,9.34,8.94,9.05,9.06,4.42,0.64,-29.57,-6563,9.20,18.2万,19.4万,0.94,1993,1937,----,0,0,0,0,2.79,1.99,13.39,28.28
422,000021,长城开发,6.72,1.66,0.11,28.8万,5136,6.72,6.73,0.00,0.00,1.93亿,----, 电子信息,6.81,6.57,6.61,6.61,3.63,2.19,-35.34,-6217,6.71,13.5万,15.3万,0.88,1034,1243,----,0,0,0,0,1.97,6.16,4.49,7.18
423,000803,金宇车城,14.15,1.65,0.23,2.30万,410,14.15,14.16,0.00,0.00,3206万,----, 综合行业,14.29,13.52,13.91,13.92,5.53,0.80,28.14,675,13.95,1.09万,1.20万,0.91,538,109,----,0,0,0,0,8.85,18.71,9.27,18.42
424,000538,云南白药,52.43,1.65,0.85,8.79万,1238,52.42,52.43,0.02,0.00,4.57亿,----, 医药行业,52.50,51.70,51.73,51.58,1.55,1.27,15.32,294,51.98,3.85万,4.95万,0.78,458,18,----,0,0,0,0,2.60,5.30,2.42,4.17
425,000002,万  科Ａ,9.83,1.65,0.16,92.5万,7398,9.83,9.84,0.20,0.00,9.05亿,----, 房地产,9.86,9.68,9.71,9.67,1.86,1.27,-37.73,-1.80万,9.78,43.7万,48.8万,0.90,3832,1460,----,0,0,0,0,6.27,8.98,3.30,4.71
426,600485,中创信测,32.80,1.64,0.53,5.62万,0,32.76,32.80,-0.27,0.00,1.80亿,----, 通讯行业,33.48,31.00,31.97,32.27,7.69,1.09,-34.71,-101,32.07,2.73万,2.89万,0.95,1,5,----,0,0,0,0,3.37,17.77,10.58,22.67
427,600106,重庆路桥,4.36,1.63,0.07,28.6万,3,4.35,4.36,0.23,0.00,1.25亿,----, 高速公路,4.40,4.27,4.27,4.29,3.03,1.40,-52.89,-2.87万,4.36,11.9万,16.7万,0.71,396,890,----,0,0,0,0,2.11,5.31,8.03,14.40
428,000498,山东路桥,4.37,1.63,0.07,16.4万,1149,4.37,4.38,0.00,0.00,7162万,----, 工程建设,4.44,4.29,4.31,4.30,3.49,1.98,-30.71,-7071,4.37,7.53万,8.87万,0.85,2056,1185,----,0,0,0,0,2.10,7.11,9.90,16.33
429,600578,京能电力,3.77,1.62,0.06,49.4万,4,3.77,3.78,0.00,0.00,1.85亿,----, 电力行业,3.79,3.68,3.72,3.71,2.96,1.94,-59.95,-4.10万,3.74,20.9万,28.5万,0.73,854,1.11万,----,0,0,0,0,3.01,5.60,5.54,7.83
430,002034,美 欣 达,19.40,1.62,0.31,2.02万,196,19.39,19.40,0.00,0.00,3902万,----, 化纤行业,19.69,18.90,19.13,19.09,4.14,1.11,-67.62,-614,19.29,9531,1.07万,0.89,50,314,----,0,0,0,0,5.72,9.73,9.05,18.54
431,000425,徐工机械,8.21,1.61,0.13,32.9万,1284,8.21,8.22,0.00,0.00,2.68亿,----, 机械行业,8.23,8.06,8.08,8.08,2.10,1.70,-49.08,-1.57万,8.16,11.4万,21.5万,0.53,2600,2243,----,0,0,0,0,1.73,6.62,3.77,6.32
432,600856,长百集团,10.16,1.60,0.16,5.91万,16,10.15,10.16,0.00,0.00,6005万,----, 商业百货,10.37,10.02,10.05,10.00,3.50,1.17,-24.89,-556,10.16,2.36万,3.55万,0.66,122,178,----,0,0,0,0,5.50,8.09,9.30,13.30
433,600460,士兰微,6.36,1.60,0.10,42.9万,20,6.36,6.37,0.00,0.00,2.72亿,----, 电子元件,6.40,6.25,6.26,6.26,2.40,1.72,-72.75,-2.28万,6.35,19.9万,23.0万,0.87,290,1686,----,0,0,0,0,3.58,7.25,9.22,13.45
434,300390,天华超净,36.76,1.60,0.58,3.51万,402,36.76,36.77,-0.08,0.00,1.27亿,----, 材料行业,37.00,35.50,36.01,36.18,4.15,0.61,-74.43,-478,36.26,1.85万,1.66万,1.12,3,191,----,0,0,0,0,2.11,22.53,90.38,208.43
435,000623,吉林敖东,17.76,1.60,0.28,19.5万,1764,17.75,17.76,0.06,0.00,3.46亿,----, 医药行业,17.99,17.56,17.58,17.48,2.46,1.89,-63.31,-4498,17.78,8.84万,10.6万,0.83,655,321,----,0,0,0,0,3.56,6.67,5.89,9.19
436,000056,深国商,15.25,1.60,0.24,9.50万,1044,15.24,15.25,-0.07,0.00,1.44亿,----, 房地产,15.47,14.84,15.10,15.01,4.20,1.21,-37.16,-760,15.16,4.68万,4.82万,0.97,101,153,----,0,0,0,0,8.39,10.35,23.58,34.15
437,002227,奥 特 迅,24.90,1.59,0.39,6.89万,723,24.90,24.91,0.00,0.00,1.70亿,----, 输配电气,25.10,24.10,24.56,24.51,4.08,1.91,34.87,342,24.69,3.27万,3.62万,0.90,33,177,----,0,0,0,0,3.15,7.75,6.85,11.48
438,000426,兴业矿业,11.47,1.59,0.18,15.1万,967,11.47,11.48,0.00,0.00,1.74亿,----, 有色金属,11.64,11.35,11.53,11.29,2.57,1.68,-65.36,-6665,11.51,7.01万,8.13万,0.86,185,4362,----,0,0,0,0,3.52,8.00,7.72,13.09
439,000026,飞亚达Ａ,9.57,1.59,0.15,10.8万,530,9.57,9.58,0.00,0.00,1.03亿,----, 工艺商品,9.69,9.30,9.40,9.42,4.14,1.54,-23.39,-756,9.51,4.99万,5.81万,0.86,229,244,----,0,0,0,0,6.93,13.12,9.78,14.71
440,000022,深赤湾Ａ,14.67,1.59,0.23,6.29万,725,14.67,14.68,0.00,0.00,9203万,----, 港口水运,14.81,14.32,14.46,14.44,3.39,1.55,-72.60,-2549,14.63,2.85万,3.44万,0.83,36,1006,----,0,0,0,0,2.30,9.56,3.64,5.70
441,601688,华泰证券,8.98,1.58,0.14,84.9万,1,8.96,8.97,-0.11,0.00,7.65亿,----, 券商信托,9.11,8.91,8.93,8.84,2.26,1.75,-20.05,-3255,9.01,38.9万,46.0万,0.85,1316,2827,----,0,0,0,0,4.30,8.06,3.84,5.85
442,600308,华泰股份,3.22,1.58,0.05,18.3万,21,3.21,3.22,0.31,0.00,5841万,----, 造纸印刷,3.22,3.15,3.16,3.17,2.21,1.69,-19.81,-8357,3.18,8.44万,9.90万,0.85,2105,8762,----,0,0,0,0,2.88,5.92,3.65,6.21
443,600221,海南航空,1.93,1.58,0.03,158万,120,1.93,1.94,0.00,0.00,3.04亿,----, 民航机场,1.94,1.90,1.90,1.90,2.11,1.93,-48.42,-29.3万,1.92,50.7万,107万,0.47,645,13.0万,----,0,0,0,0,3.76,5.46,3.15,4.81
444,600213,亚星客车,9.64,1.58,0.15,3.89万,0,9.62,9.63,0.21,0.00,3716万,----, 汽车行业,9.67,9.40,9.52,9.49,2.85,1.79,-51.53,-1686,9.56,2.03万,1.86万,1.09,125,172,----,0,0,0,0,1.37,8.19,3.52,6.71
445,002522,浙江众成,10.27,1.58,0.16,4.80万,679,10.27,10.28,0.00,0.00,4926万,----, 塑胶制品,10.40,10.10,10.22,10.11,2.97,1.20,28.58,948,10.26,2.26万,2.54万,0.89,303,209,----,0,0,0,0,3.01,5.12,5.69,11.13
446,002249,大洋电机,14.75,1.58,0.23,7.47万,2392,14.72,14.75,0.61,0.00,1.08亿,----, 机械行业,14.75,14.26,14.55,14.52,3.37,2.44,-37.09,-521,14.52,3.99万,3.48万,1.15,2,429,----,0,0,0,0,1.30,5.28,3.54,5.43
447,002166,莱茵生物,20.52,1.58,0.32,8.44万,1715,20.52,20.53,-0.05,0.00,1.72亿,----, 医药行业,20.77,20.05,20.29,20.20,3.56,0.90,-21.57,-674,20.43,3.88万,4.56万,0.85,328,659,----,0,0,0,0,-0.34,6.87,18.69,31.14
448,000818,方大化工,3.85,1.58,0.06,24.3万,2088,3.85,3.86,-0.26,0.00,9264万,----, 化工行业,3.94,3.74,3.78,3.79,5.28,2.28,-37.66,-1.19万,3.82,11.7万,12.6万,0.93,2879,4561,----,0,0,0,0,2.67,6.06,11.17,18.70
449,601633,长城汽车,33.01,1.57,0.51,7.24万,3,33.00,33.01,0.15,0.00,2.38亿,----, 汽车行业,33.15,32.21,32.46,32.50,2.89,1.09,-69.62,-921,32.91,3.14万,4.11万,0.76,123,38,----,0,0,0,0,4.56,4.43,7.97,13.30
450,600837,海通证券,10.37,1.57,0.16,151万,44,10.37,10.38,0.00,0.00,15.8亿,----, 券商信托,10.54,10.28,10.29,10.21,2.55,2.06,-55.06,-2.97万,10.41,72.4万,79.1万,0.92,532,5658,----,0,0,0,0,3.29,7.35,4.30,6.41
451,600696,多伦股份,9.08,1.57,0.14,12.4万,101,9.07,9.08,0.22,0.00,1.12亿,----, 房地产,9.18,8.88,8.91,8.94,3.36,0.87,-10.21,-586,9.07,5.54万,6.82万,0.81,646,18,----,0,0,0,0,-0.98,4.13,13.48,24.38
452,002646,青青稞酒,17.42,1.57,0.27,11.1万,1572,17.42,17.43,-0.06,0.00,1.93亿,----, 酿酒行业,17.75,17.12,17.13,17.15,3.67,2.09,-49.79,-1287,17.48,5.43万,5.62万,0.97,51,1255,----,0,0,0,0,2.17,8.13,14.02,23.82
453,000548,湖南投资,5.81,1.57,0.09,12.7万,3615,5.81,5.82,0.00,0.00,7259万,----, 房地产,5.85,5.62,5.70,5.72,4.02,1.30,-74.14,-6268,5.72,5.82万,6.87万,0.85,65,1342,----,0,0,0,0,6.22,10.46,8.44,12.33
454,601618,中国中冶,1.96,1.55,0.03,110万,90,1.95,1.96,0.00,0.00,2.13亿,----, 工程建设,1.96,1.92,1.93,1.93,2.07,1.85,-14.72,-5.47万,1.94,38.7万,70.9万,0.55,2.30万,5.59万,----,0,0,0,0,3.16,5.95,1.49,2.50
455,601336,新华保险,25.48,1.55,0.39,11.1万,0,25.48,25.49,0.00,0.00,2.82亿,----, 保险,25.50,25.10,25.19,25.09,1.59,1.29,73.78,1.75万,25.33,4.64万,6.48万,0.72,15,195,----,0,0,0,0,2.41,5.64,3.14,4.92
456,300330,华虹计通,15.68,1.55,0.24,2.92万,504,15.68,15.69,0.00,0.00,4528万,----, 电子信息,15.68,15.24,15.40,15.44,2.85,1.44,-48.72,-957,15.50,1.38万,1.54万,0.90,29,203,----,0,0,0,0,2.62,5.73,6.82,11.65
457,002353,杰瑞股份,41.26,1.55,0.63,11.0万,1270,41.25,41.26,-0.02,0.00,4.56亿,----, 机械行业,41.88,40.60,40.63,40.63,3.15,1.12,-63.77,-1679,41.44,5.19万,5.82万,0.89,179,613,----,0,0,0,0,4.91,5.61,7.23,11.38
458,000890,法 尔 胜,5.23,1.55,0.08,7.83万,2272,5.22,5.23,0.19,0.00,4074万,----, 材料行业,5.25,5.13,5.15,5.15,2.33,1.11,-62.57,-7669,5.20,3.35万,4.48万,0.75,797,18,----,0,0,0,0,2.15,8.73,5.51,11.38
459,600817,ST宏盛,12.50,1.54,0.19,1.81万,0,12.50,12.51,-0.08,0.00,2243万,----, 电子元件,12.61,12.21,12.31,12.31,3.25,1.15,-56.83,-409,12.38,8704,9409,0.93,28,68,----,0,0,0,0,3.82,8.51,3.35,6.54
460,600792,云煤能源,11.22,1.54,0.17,5.53万,0,11.22,11.23,0.00,0.00,6170万,----, 煤炭采选,11.26,11.00,11.05,11.05,2.35,1.16,-51.16,-1007,11.16,2.51万,3.02万,0.83,20,305,----,0,0,0,0,1.45,5.15,11.82,23.27
461,300265,通光线缆,23.72,1.54,0.36,2.10万,187,23.72,23.80,-0.42,0.00,4957万,----, 输配电气,24.00,23.01,23.48,23.36,4.24,0.52,17.60,165,23.59,1.04万,1.06万,0.98,226,12,----,0,0,0,0,6.42,14.48,33.77,62.32
462,002286,保龄宝,9.24,1.54,0.14,10.1万,483,9.23,9.24,0.00,0.00,9297万,----, 食品行业,9.39,9.00,9.10,9.10,4.29,1.54,-28.63,-2276,9.17,5.12万,5.02万,1.02,651,332,----,0,0,0,0,0.98,6.70,10.84,17.71
463,000912,泸 天 化,5.28,1.54,0.08,9.46万,482,5.27,5.28,0.00,0.00,4967万,----, 化工行业,5.32,5.18,5.25,5.20,2.69,1.24,-37.23,-4584,5.25,4.22万,5.24万,0.81,1019,1744,----,0,0,0,0,3.53,8.64,10.04,17.78
464,000897,津滨发展,5.99,1.53,0.09,214万,1.33万,5.98,5.99,0.17,0.00,12.9亿,----, 房地产,6.23,5.81,5.90,5.90,7.12,2.95,-18.47,-8455,6.00,98.0万,116万,0.84,6577,7183,----,0,0,0,0,13.23,16.54,30.86,35.67
465,000785,武汉中商,7.30,1.53,0.11,4.94万,596,7.30,7.31,0.00,0.00,3573万,----, 商业百货,7.31,7.15,7.19,7.19,2.23,1.22,-15.48,-478,7.23,1.96万,2.98万,0.66,121,466,----,0,0,0,0,2.24,5.95,6.28,10.02
466,600775,南京熊猫,10.69,1.52,0.16,19.2万,1,10.68,10.69,0.56,0.00,2.02亿,----, 通讯行业,10.72,10.34,10.51,10.53,3.61,0.52,-36.67,-1639,10.55,9.80万,9.36万,1.05,70,171,----,0,0,0,0,4.39,13.97,13.89,32.18
467,600352,浙江龙盛,14.71,1.52,0.22,58.4万,35,14.70,14.71,-0.07,0.00,8.52亿,----, 化工行业,14.76,14.43,14.55,14.49,2.28,1.09,-67.70,-1.06万,14.58,24.5万,34.0万,0.72,80,81,----,0,0,0,0,2.58,6.29,11.16,21.40
468,600350,山东高速,3.33,1.52,0.05,21.5万,10,3.33,3.34,0.30,0.00,7145万,----, 高速公路,3.36,3.26,3.28,3.28,3.05,2.77,-44.53,-1.69万,3.33,10.6万,10.9万,0.97,1066,5737,----,0,0,0,0,1.83,6.73,0.89,1.25
469,600261,阳光照明,10.75,1.51,0.16,25.4万,11,10.75,10.76,0.00,0.00,2.72亿,----, 电子元件,10.82,10.58,10.70,10.59,2.27,1.34,-72.78,-9689,10.70,12.8万,12.6万,1.01,30,2268,----,0,0,0,0,1.70,6.97,7.24,12.44
470,002221,东华能源,12.77,1.51,0.19,4.42万,635,12.76,12.77,-0.16,0.00,5593万,----, 石油行业,12.79,12.50,12.57,12.58,2.31,1.15,-88.78,-5985,12.66,1.51万,2.91万,0.52,40,186,----,0,0,0,0,1.51,5.19,2.97,5.28
471,601179,中国西电,4.06,1.50,0.06,33.6万,14,4.05,4.06,0.25,0.00,1.35亿,----, 输配电气,4.07,3.98,4.00,4.00,2.25,1.33,-72.13,-5.41万,4.03,14.1万,19.5万,0.72,483,1.04万,----,0,0,0,0,4.10,7.12,2.41,3.67
472,600153,建发股份,6.08,1.50,0.09,49.0万,0,6.07,6.08,0.00,0.00,2.97亿,----, 国际贸易,6.10,6.01,6.04,5.99,1.50,1.98,-52.65,-2.78万,6.05,21.4万,27.6万,0.78,2009,5,----,0,0,0,0,2.88,7.80,3.90,6.09
473,002691,石中装备,13.56,1.50,0.20,9.32万,1605,13.56,13.57,-0.22,0.00,1.25亿,----, 机械行业,13.64,13.00,13.29,13.36,4.79,1.97,-51.78,-2032,13.38,3.35万,5.97万,0.56,97,57,----,0,0,0,0,6.35,11.42,40.07,49.96
474,002148,北纬通信,24.96,1.50,0.37,20.0万,2015,24.95,24.96,0.00,0.00,5.03亿,----, 通讯行业,25.67,24.60,24.60,24.59,4.35,1.39,-23.40,-655,25.21,10.3万,9.66万,1.07,614,551,----,0,0,0,0,1.13,11.03,31.20,52.92
475,002630,华西能源,21.82,1.49,0.32,4.63万,311,21.81,21.82,0.05,0.00,1.00亿,----, 机械行业,22.00,21.34,21.43,21.50,3.07,0.98,-14.19,-86,21.66,2.54万,2.09万,1.21,162,92,----,0,0,0,0,-1.71,-0.27,7.59,13.58
476,000301,东方市场,3.41,1.49,0.05,21.0万,4950,3.40,3.41,0.00,0.00,7080万,----, 综合行业,3.43,3.34,3.35,3.36,2.68,1.98,-26.46,-9017,3.38,10.5万,10.5万,1.00,2808,1306,----,0,0,0,0,2.71,6.90,3.83,6.05
477,603123,翠微股份,10.28,1.48,0.15,16.2万,25,10.27,10.28,-0.10,0.00,1.67亿,----, 商业百货,10.63,10.03,10.05,10.13,5.92,3.76,-36.04,-1011,10.33,7.17万,9.02万,0.79,218,3,----,0,0,0,0,6.09,9.01,25.94,33.55
478,600519,贵州茅台,167.51,1.48,2.45,3.47万,2,167.30,167.32,-0.17,0.00,5.80亿,----, 酿酒行业,168.16,165.21,165.70,165.06,1.79,1.18,3.34,4,166.91,1.55万,1.93万,0.80,2,3,----,0,0,0,0,3.05,7.36,0.88,1.60
479,600083,博信股份,8.91,1.48,0.13,4.05万,0,8.91,8.92,-0.11,0.00,3550万,----, 电子元件,8.93,8.60,8.78,8.78,3.76,1.31,-62.84,-1739,8.76,2.29万,1.76万,1.31,100,478,----,0,0,0,0,3.01,10.27,4.83,8.63
480,002365,永安药业,12.33,1.48,0.18,5.14万,390,12.32,12.33,0.00,0.00,6250万,----, 医药行业,12.38,11.95,12.15,12.15,3.54,1.39,-14.34,-322,12.16,2.56万,2.59万,0.99,275,422,----,0,0,0,0,0.24,3.88,9.65,17.05
481,600766,园城黄金,11.02,1.47,0.16,11.3万,49,11.02,11.03,0.09,0.00,1.24亿,----, 综合行业,11.08,10.76,10.88,10.86,2.95,1.50,-54.24,-2429,10.93,5.09万,6.22万,0.82,4,200,----,0,0,0,0,2.61,6.27,12.53,21.99
482,300321,同大股份,40.64,1.47,0.59,1.37万,359,40.60,40.64,0.10,0.00,5531万,----, 塑胶制品,41.13,39.20,40.15,40.05,4.82,1.70,-54.45,-99,40.28,7200,6531,1.10,14,74,----,0,0,0,0,7.71,14.96,20.25,29.99
483,000561,烽火电子,9.69,1.47,0.14,24.3万,3894,9.69,9.70,-0.10,0.00,2.33亿,----, 通讯行业,9.78,9.38,9.58,9.55,4.19,1.49,-47.22,-1891,9.59,13.3万,11.0万,1.20,58,1909,----,0,0,0,0,12.67,25.52,12.84,17.80
484,000039,中集集团,15.88,1.47,0.23,16.5万,2035,15.88,15.89,0.00,0.00,2.62亿,----, 交运物流,16.14,15.60,15.65,15.65,3.45,1.01,-21.42,-1095,15.91,7.36万,9.11万,0.81,184,256,----,0,0,0,0,7.88,11.52,5.96,7.93
485,300155,安居宝,15.27,1.46,0.22,6.00万,947,15.27,15.28,0.00,0.00,9115万,----, 电子元件,15.46,14.83,15.10,15.05,4.19,0.90,1.02,25,15.18,3.18万,2.83万,1.12,537,355,----,0,0,0,0,6.04,15.42,12.57,22.10
486,300111,向日葵,4.16,1.46,0.06,42.9万,3814,4.15,4.16,0.00,0.00,1.78亿,----, 输配电气,4.24,4.11,4.16,4.10,3.17,1.35,-53.41,-3.72万,4.16,20.5万,22.4万,0.92,4897,5398,----,0,0,0,0,4.26,8.62,12.18,18.19
487,002050,三花股份,14.60,1.46,0.21,5.95万,504,14.60,14.61,-0.07,0.00,8710万,----, 机械行业,14.75,14.39,14.43,14.39,2.50,1.00,34.38,416,14.64,2.77万,3.17万,0.87,382,9,----,0,0,0,0,2.82,8.87,2.25,4.71
488,002561,徐家汇,11.20,1.45,0.16,9.58万,571,11.19,11.20,0.00,0.00,1.07亿,----, 商业百货,11.40,11.14,11.16,11.04,2.36,2.66,23.46,1509,11.22,5.08万,4.50万,1.13,750,544,----,0,0,0,0,3.13,7.69,5.04,7.27
489,002342,巨力索具,7.02,1.45,0.10,34.8万,6934,7.02,7.03,0.14,0.00,2.42亿,----, 材料行业,7.08,6.83,6.94,6.92,3.61,1.02,-35.66,-6427,6.96,18.0万,16.8万,1.07,70,1837,----,0,0,0,0,6.20,10.73,17.40,26.04
490,601168,西部矿业,6.35,1.44,0.09,42.8万,105,6.34,6.35,0.00,0.00,2.71亿,----, 有色金属,6.39,6.23,6.27,6.26,2.56,1.95,-36.58,-1.69万,6.33,18.0万,24.8万,0.73,1236,261,----,0,0,0,0,2.58,6.01,3.94,6.39
491,300132,青松股份,16.85,1.44,0.24,3.59万,449,16.84,16.85,0.00,0.00,5987万,----, 化工行业,17.07,16.33,16.45,16.61,4.46,1.07,-63.34,-743,16.66,1.74万,1.85万,0.94,22,695,----,0,0,0,0,7.81,12.33,11.00,17.33
492,002642,荣之联,26.84,1.44,0.38,5.66万,655,26.84,26.85,-0.07,0.00,1.52亿,----, 电子信息,27.28,26.26,26.48,26.46,3.85,0.80,-54.94,-595,26.83,2.76万,2.91万,0.95,97,405,----,0,0,0,0,3.31,9.11,22.89,49.18
493,002493,荣盛石化,12.00,1.44,0.17,4.47万,1535,12.00,12.01,0.17,0.00,5286万,----, 化纤行业,12.12,11.62,11.80,11.83,4.23,1.00,-33.83,-646,11.82,2.29万,2.18万,1.05,193,189,----,0,0,0,0,3.54,8.60,1.19,2.63
494,600267,海正药业,16.29,1.43,0.23,16.2万,712,16.29,16.30,-0.18,0.00,2.63亿,----, 医药行业,16.36,16.01,16.05,16.06,2.18,1.47,-14.34,-908,16.23,7.24万,8.96万,0.81,729,5,----,0,0,0,0,1.18,4.96,4.75,8.51
495,000062,深圳华强,17.00,1.43,0.24,11.2万,1313,17.00,17.01,0.00,0.00,1.91亿,----, 电子元件,17.18,16.70,16.80,16.76,2.86,1.58,1.48,43,17.04,5.31万,5.93万,0.90,57,419,----,0,0,0,0,1.67,6.58,4.12,7.02
496,601126,四方股份,16.40,1.42,0.23,5.36万,0,16.40,16.41,0.06,0.00,8733万,----, 输配电气,16.48,16.11,16.14,16.17,2.29,1.75,-32.37,-689,16.30,2.55万,2.81万,0.91,102,117,----,0,0,0,0,2.63,7.89,3.09,5.08
497,600644,乐山电力,9.29,1.42,0.13,7.17万,0,9.25,9.27,0.32,0.00,6625万,----, 电力行业,9.34,9.12,9.21,9.16,2.40,1.21,-11.79,-142,9.23,3.10万,4.07万,0.76,306,69,----,0,0,0,0,6.54,10.73,8.23,11.29
498,600123,兰花科创,8.57,1.42,0.12,26.3万,147,8.57,8.58,0.00,0.00,2.24亿,----, 煤炭采选,8.61,8.41,8.46,8.45,2.37,2.01,-45.23,-1.11万,8.52,10.1万,16.2万,0.62,469,4616,----,0,0,0,0,2.27,5.28,5.54,8.03
499,300335,迪森股份,14.27,1.42,0.20,1.97万,99,14.26,14.27,-0.07,0.00,2811万,----, 公用事业,14.58,13.96,13.96,14.07,4.41,0.58,-23.85,-216,14.27,1.04万,9305,1.12,143,32,----,0,0,0,0,3.71,8.02,5.19,9.82
500,002161,远 望 谷,7.83,1.42,0.11,28.1万,4714,7.82,7.83,0.13,0.00,2.18亿,----, 电子信息,7.85,7.64,7.70,7.72,2.72,2.05,-42.86,-1.04万,7.76,12.8万,15.3万,0.83,1638,3883,----,0,0,0,0,4.12,8.15,9.48,13.91
501,000949,新乡化纤,3.58,1.42,0.05,15.1万,1193,3.57,3.58,0.28,0.00,5362万,----, 化纤行业,3.59,3.51,3.53,3.53,2.27,1.35,-31.73,-1.32万,3.56,5.57万,9.49万,0.59,2725,4461,----,0,0,0,0,2.58,6.87,5.24,8.55
502,002307,北新路桥,7.19,1.41,0.10,35.1万,5218,7.19,7.20,0.00,0.00,2.49亿,----, 工程建设,7.27,6.90,7.09,7.09,5.22,1.48,-41.64,-8417,7.09,17.5万,17.6万,1.00,2345,4136,----,0,0,0,0,4.81,13.41,17.95,27.61
503,000514,渝 开 发,5.04,1.41,0.07,17.1万,1283,5.03,5.04,0.00,0.00,8561万,----, 房地产,5.09,4.94,4.97,4.97,3.02,1.25,-68.41,-1.62万,5.01,7.74万,9.36万,0.83,1369,1346,----,0,0,0,0,3.07,8.86,6.56,10.12
504,600688,上海石化,3.62,1.40,0.05,69.9万,16,3.61,3.62,0.00,0.00,2.52亿,----, 石油行业,3.66,3.56,3.57,3.57,2.80,1.23,-38.81,-4.63万,3.61,24.8万,45.0万,0.55,8746,5732,----,0,0,0,0,2.26,4.32,8.50,14.81
505,603168,莎普爱思,88.48,1.39,1.21,1.79万,1,88.25,88.48,0.18,0.00,1.58亿,----, 医药行业,90.18,86.40,87.35,87.27,4.33,0.67,-55.13,-86,88.51,7955,9941,0.80,4,2,----,0,0,0,0,-0.24,10.66,34.01,92.64
506,601678,滨化股份,8.79,1.38,0.12,14.4万,0,8.79,8.80,0.00,0.00,1.25亿,----, 化工行业,8.82,8.65,8.65,8.67,1.96,0.85,-59.45,-6706,8.74,6.95万,7.40万,0.94,189,2846,----,0,0,0,0,1.74,0.00,5.65,14.97
507,600988,赤峰黄金,11.75,1.38,0.16,24.1万,25,11.75,11.76,0.00,0.00,2.81亿,----, 有色金属,11.92,11.37,11.66,11.59,4.75,1.54,-53.39,-2855,11.67,11.6万,12.5万,0.93,187,666,----,0,0,0,0,0.77,6.43,20.36,36.47
508,002244,滨江集团,6.59,1.38,0.09,18.8万,873,6.58,6.59,0.00,0.00,1.23亿,----, 房地产,6.61,6.46,6.49,6.50,2.31,1.67,-34.91,-8023,6.55,8.42万,10.4万,0.81,595,1902,----,0,0,0,0,4.27,7.15,4.62,6.53
509,002140,东华科技,18.43,1.38,0.25,6.25万,649,18.42,18.43,0.05,0.00,1.15亿,----, 工程建设,18.46,18.18,18.18,18.18,1.54,1.78,1.27,43,18.35,2.83万,3.42万,0.83,1059,18,----,0,0,0,0,1.82,5.07,3.37,5.46
